reaction_id,reaction,genes
RECOAH7,R_3hhdcoa_c <=> h2o_c + hdd2coa_c,WP_005250394_1
RECOAH8,R_3hptcoa_c <=> h2o_c + pt2coa_c,WP_005250394_1 or WP_005250675_1
RECOAH9,R_3hhpcoa_c <=> h2o_c + hp2coa_c,WP_005250394_1 or WP_005250675_1
REPHACCOAI,rephaccoa_c <=> 2oxpaccoa_c,WP_005250771_1
RHA121tex,R_3hdd5ea_p <=> R_3hdd5ea_e,
RHA121tpp,R_3hdd5ea_p <=> R_3hdd5ea_c,
RHACOAE100,R_3hdcoa_c + h2o_c --> R_3hdcaa_c + coa_c + h_c,WP_005250641_1
RHACOAE120,R_3hddcoa_c + h2o_c --> R_3hdda_c + coa_c + h_c,WP_005250641_1
RHACOAE121,R_3hcddec5ecoa_c + h2o_c --> R_3hdd5ea_c + coa_c + h_c,WP_005250641_1
RHACOAE121d6,R_3hdd6coa_c + h2o_c --> R_3hdd6e_c + coa_c + h_c,WP_005250641_1
RHACOAE140,R_3hmrscoa_c + h2o_c --> R_3httdca_c + coa_c + h_c,WP_005250641_1
RHACOAE141,R_3hcmrs7ecoa_c + h2o_c --> R_3hcmrs7e_c + coa_c + h_c,WP_005250641_1
RHACOAE141d5,R_3htd5coa_c + h2o_c --> R_3htd5e_c + coa_c + h_c,WP_005250641_1
RHACOAE142,R_3htd58coa_c + h2o_c --> R_3htd58e_c + coa_c + h_c,WP_005250641_1
RHACOAE160,R_3hhdcoa_c + h2o_c --> R_3hhdca_c + coa_c + h_c,WP_005250641_1
RHACOAE50,R_3hptcoa_c + h2o_c --> R_3hpt_c + coa_c + h_c,WP_005250641_1
RHACOAE60,R_3hhcoa_c + h2o_c --> R_3hhxa_c + coa_c + h_c,WP_005250641_1
RHACOAE70,R_3hhpcoa_c + h2o_c --> R_3hhpa_c + coa_c + h_c,WP_005250641_1
RHACOAE80,R_3hocoa_c + h2o_c --> R_3hocta_c + coa_c + h_c,WP_005250641_1
RHACOAE90,R_3hnonacoa_c + h2o_c --> R_3hnonaa_c + coa_c + h_c,WP_005250641_1
RHACOAEP100,R_3hpdecacoa_c + h2o_c --> R_3hpdeca_c + coa_c + h_c,WP_005250641_1
RHACOAEP101,R3hdec4coa_c + h2o_c --> R3hdec4e_c + coa_c + h_c,WP_005250641_1
RHACOAEP40,R_3hpbcoa_c + h2o_c --> R_3hpba_c + coa_c + h_c,WP_005250641_1
RHACOAEP50,R_3hpptcoa_c + h2o_c --> R_3hppta_c + coa_c + h_c,WP_005250641_1
RHACOAEP60,R_3hphxacoa_c + h2o_c --> R_3hphxa_c + coa_c + h_c,WP_005250641_1
RHACOAEP70,R_3hphpcoa_c + h2o_c --> R_3hphpa_c + coa_c + h_c,WP_005250641_1
RHACOAEP80,R_3hpoctacoa_c + h2o_c --> R_3hpocta_c + coa_c + h_c,WP_005250641_1
RHACOAEP90,R_3hpnonacoa_c + h2o_c --> R_3hpnona_c + coa_c + h_c,WP_005250641_1
RHACOAET40,R_3h4atbcoa_c + h2o_c --> R_3h4atba_c + coa_c + h_c,WP_005250641_1
RHACOAET60,R_3h6athcoa_c + h2o_c --> R_3h6atha_c + coa_c + h_c,WP_005250641_1
RHACOAR101,3odec4coa_c + h_c + nadph_c <=> R3hdec4coa_c + nadp_c,
RHACOAR141d7,3otdccoa_c + h_c + nadph_c <=> R_3hcmrs7ecoa_c + nadp_c,
RHACOAR90,3ononacoa_c + h_c + nadph_c <=> R_3hnonacoa_c + nadp_c,
RHACOARP100,3opdecacoa_c + h_c + nadph_c <=> R_3hpdecacoa_c + nadp_c,
RHACOARP50,3opptcoa_c + h_c + nadph_c <=> R_3hpptcoa_c + nadp_c,
RHACOARP70,3ophpcoa_c + h_c + nadph_c <=> R_3hphpcoa_c + nadp_c,
RHACOARP80,3opoctacoa_c + h_c + nadph_c <=> R_3hpoctacoa_c + nadp_c,
RHACOARP90,3opnonacoa_c + h_c + nadph_c <=> R_3hpnonacoa_c + nadp_c,
RHACOART60,3o6athcoa_c + h_c + nadph_c <=> R_3h6athcoa_c + nadp_c,
RHAP50tex,R_3hppta_p <=> R_3hppta_e,
RHAP50tpp,R_3hppta_p <=> R_3hppta_c,
RHAP70tex,R_3hphpa_p <=> R_3hphpa_e,
RHAP70tpp,R_3hphpa_p <=> R_3hphpa_c,
RHAP80tex,R_3hpocta_p <=> R_3hpocta_e,
RHAP80tpp,R_3hpocta_p <=> R_3hpocta_c,
RHCYS,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,
RIBFLVt2,h_e + ribflv_e --> h_c + ribflv_c,WP_005243611_1
RIBabc,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,WP_005248813_1 or WP_005250846_1 or ( WP_005242941_1 and WP_037182463_1 ) or ( WP_005248814_1 and WP_226955567_1 ) or ( WP_005242938_1 and WP_005242941_1 and WP_005248814_1 ) or ( WP_005244662_1 and WP_005248812_1 and WP_005248814_1 ) or ( WP_005248814_1 and WP_005249330_1 and WP_025433222_1 ) or ( WP_005239291_1 and WP_005239292_1 and WP_005239295_1 and WP_187300152_1 ) or ( WP_005242678_1 and WP_005248574_1 and WP_025433323_1 and WP_226955707_1 )
RIBabc1,atp_c + h2o_c + rib__D_c --> adp_c + h_c + pi_c + rib__D_e,WP_005244662_1 and WP_005248812_1 and WP_005248814_1
RIBabcpp,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c,WP_005244464_1 or WP_005248813_1 or WP_025433360_1 or WP_037182463_1 or ( WP_005242941_1 and WP_005248814_1 ) or ( WP_025433221_1 and WP_025433360_1 ) or ( WP_005242938_1 and WP_005248814_1 and WP_005250668_1 ) or ( WP_005244464_1 and WP_025433360_1 and WP_226955567_1 ) or ( WP_005248814_1 and WP_005250668_1 and WP_025433223_1 ) or ( WP_005249330_1 and WP_025431785_1 and WP_226955687_1 )
RIBtex,rib__D_e <=> rib__D_p,
RMI,rmn_c <=> rml_c,WP_005248809_1
RMK,atp_c + rml_c --> adp_c + h_c + rml1p_c,WP_005248806_1
RMNabc,atp_c + h2o_c + rmn_e --> adp_c + h_c + pi_c + rmn_c,WP_005237762_1 and WP_005237763_1
RMPA,rml1p_c <=> dhap_c + lald__L_c,
RNDR1,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or ( WP_005240290_1 and WP_005240291_1 )
RNDR1b,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,WP_005240290_1
RNDR2,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or ( WP_005240290_1 and WP_005240291_1 )
RNDR2b,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,WP_005240290_1
RNDR3,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or ( WP_005240290_1 and WP_005240291_1 )
RNDR3b,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,WP_005240290_1
RNDR4,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or ( WP_005240290_1 and WP_005240291_1 )
RNDR4b,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,WP_005240290_1
RNTR1,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,WP_005240288_1
RNTR2,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,WP_005240288_1
RNTR3,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,WP_005240288_1
RNTR4,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,WP_005240288_1
RPE,ru5p__D_c <=> xu5p__D_c,WP_005241758_1
RPI,r5p_c <=> ru5p__D_c,WP_005248193_1 or WP_025432007_1
RU5PP,h2o_c + ru5p__D_c --> pi_c + rbl__D_c,WP_005246502_1
RU5PS,fald_c + ru5p__D_c <-- ah6p__D_c,WP_005242427_1
SADT,atp_c + h_c + so4_c --> aps_c + ppi_c,WP_005252902_1 and WP_025432985_1
SALADC2,Lcyst_c + h_c --> co2_c + taur_c,
SALCHS4FER1,fadh2_c + 2.0 salchs4fe_c --> fad_c + 2.0 fe2_c + 4.0 h_c + 2.0 salchs4_c,
SALCHS4FEabcpp,atp_c + h2o_c + salchs4fe_p --> adp_c + pi_c + salchs4fe_c,( WP_009479645_1 and WP_025431688_1 and WP_080578252_1 ) or ( WP_009479645_1 and WP_025431688_1 and WP_025432557_1 and WP_080578252_1 )
SALCHS4FEtonex,h_p + salchs4fe_e --> h_c + salchs4fe_p,
SALCHS4abcpp,atp_c + h2o_c + salchs4_c --> adp_c + h_c + pi_c + salchs4_p,WP_025432202_1
SALCHS4tex,h_p + salchs4_p --> h_c + salchs4_e,
SALCOD,2.0 h_c + nadh_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nad_c,WP_025431555_1
SALCt,salc_e <=> salc_c,
SAOR,diact_c + h_c + nadh_c --> actn__S_c + nad_c,WP_005245668_1
SARCOX,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,WP_005250030_1 or ( WP_005252384_1 and WP_005252385_1 and WP_005252386_1 and WP_005252387_1 )
SARCOX2,o2_c + sarcs_c + thf_c --> gly_c + h2o2_c + mlthf_c,WP_005252384_1 and WP_005252385_1 and WP_005252386_1 and WP_005252387_1
SBTD_D2,nad_c + sbt__D_c --> fru_c + h_c + nadh_c,WP_005242206_1 or WP_005250843_1 or WP_025433427_1 or WP_050983313_1
SBTPD,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,
SBTpts,pep_c + sbt__D_e --> pyr_c + sbt6p_c,WP_005252856_1
SBTt2,h_e + sbt__D_e --> h_c + sbt__D_c,
SCYSSL,2.0 gthrd_c + scys__L_c --> cys__L_c + gthox_c + h_c + so3_c,
SDPDS,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,WP_005239228_1
SDPTA,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,WP_005244204_1 or WP_005244800_1 or WP_005247366_1
SELADT,atp_c + h_c + sel_c --> adsel_c + ppi_c,
SELR,mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c,WP_025431770_1
SELTt,slnt_e <=> slnt_c,
SELabcpp,atp_c + h2o_c + sel_p --> adp_c + h_c + pi_c + sel_c,WP_025431850_1 or WP_226955505_1 or ( WP_005250729_1 and WP_143767463_1 ) or ( WP_005246626_1 and WP_005246633_1 and WP_025432639_1 )
SELtex,sel_e <=> sel_p,
SELtpp,2.0 h_p + sel_p --> 2.0 h_c + sel_c,WP_226955505_1
SEPHCHCS,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c,WP_005252075_1
SERASr,atp_c + h_c + ser__L_c <=> ppi_c + seramp_c,WP_226955793_1
SERAT,accoa_c + ser__L_c <=> acser_c + coa_c,
SERD_D,ser__D_c --> nh4_c + pyr_c,WP_005250547_1
SERD_L,ser__L_c --> nh4_c + pyr_c,WP_005238975_1 or WP_005250547_1 or WP_187300146_1
SERGLUGLNtr,atp_c + h2o_c + serglugly_e --> adp_c + h_c + pi_c + serglugly_c,WP_005243784_1 or ( WP_005252471_1 and WP_025432083_1 )
SERabc,atp_c + h2o_c + ser__L_e --> adp_c + h_c + pi_c + ser__L_c,WP_005251655_1 or WP_025432117_1
SERabcpp,atp_c + h2o_c + ser__L_p --> adp_c + h_c + pi_c + ser__L_c,WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1
SERt2r,h_e + ser__L_e --> h_c + ser__L_c,WP_025432629_1
SERtex,ser__L_e <=> ser__L_p,
SHCHCS3,2sephchc_c --> 2shchc_c + pyr_c,WP_005245250_1 or WP_005252075_1
SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c,WP_005240615_1
SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c,WP_005240615_1 or WP_005247957_1
SHGO,S2hglut_c + o2_c --> akg_c + h2o2_c,WP_025431812_1
SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,WP_005241670_1 or WP_005245725_1 or WP_005252834_1 or WP_025432953_1
SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,WP_005241678_1
SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,WP_005238973_1 or WP_005240414_1
SHSL2r,h2s_c + suchms_c <=> h_c + hcys__L_c + succ_c,WP_005251648_1 or WP_025433060_1
SHSL4r,h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c,WP_005238973_1
SIRA2,6.0 fdxox_c + 3.0 h2o_c + h2s_c <-- 6.0 fdxrd_c + 8.0 h_c + so3_c,WP_005247948_1
SKMt2,h_e + skm_e --> h_c + skm_c,WP_085990781_1
SKMt2pp,h_p + skm_p --> h_c + skm_c,WP_005249202_1 or WP_025433246_1 or WP_037182371_1
SKMtex,skm_e <=> skm_p,
SLNTabcpp,atp_c + h2o_c + slnt_p --> adp_c + h_c + pi_c + slnt_c,WP_226955505_1
SLNTtex,slnt_e <=> slnt_p,
SLNTtpp,h_p + slnt_p --> h_c + slnt_c,WP_226955505_1
SMIA1,fe2_e + stfrnA_e <=> istfrnA_e,WP_005239845_1 and WP_025433201_1
SMIA1Eabc,atp_c + h2o_c + stfrnA_c --> adp_c + h_c + pi_c + stfrnA_e,WP_005239845_1 and WP_025433201_1
SMIA1abc,atp_c + h2o_c + istfrnB_e --> adp_c + fe2_c + h_c + pi_c + stfrnB_c,WP_005239845_1 and WP_025433201_1
SMIA2abc,atp_c + h2o_c + istfrnA_e --> adp_c + fe2_c + h_c + pi_c + stfrnA_c,WP_005239845_1
SMIB1,fe2_e + stfrnB_e <=> istfrnB_e,WP_005239845_1 and WP_025433201_1
SO3abcpp,atp_c + h2o_c + so3_p --> adp_c + h_c + pi_c + so3_c,WP_025431850_1 or WP_226955505_1
SO3tex,so3_e <=> so3_p,
SO4t2,h_e + so4_e --> h_c + so4_c,WP_005252262_1 or WP_005252847_1
SO4t2pp,h_p + so4_p --> h_c + so4_c,WP_005237962_1 or WP_005248522_1
SO4tex,so4_e <=> so4_p,
SPMDabc,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,WP_005248970_1 or WP_025431600_1 or WP_025433613_1
SPMDabcpp,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,WP_005242646_1 or WP_005248970_1 or WP_025433613_1
SPMDt3i,h_c + spmd_e <-- h_e + spmd_c,WP_005240244_1
SPMDtex,spmd_e <=> spmd_p,
SPMS,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,WP_005251495_1
SPODM,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,WP_005248891_1 or WP_025433167_1
SSAH,2.0 h_c + nadh_c + sucsal_c <=> h4but_c + nad_c,
SSALx,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,WP_005244802_1 or WP_005245755_1 or WP_005248977_1 or WP_005249488_1 or WP_005250224_1 or WP_005252080_1 or WP_226955615_1 or ( WP_005248959_1 and WP_005252080_1 )
SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,WP_005242840_1 or WP_005244802_1 or WP_005245755_1 or WP_005248959_1 or WP_005248977_1 or WP_005249488_1 or WP_005252080_1 or WP_226955615_1 or WP_226955688_1
SSCOARy,h_c + nadph_c + succoa_c <=> coa_c + nadp_c + sucsal_c,WP_005249488_1
STFRNAt,stfrnA_c --> stfrnA_e,WP_005244135_1
STFRNBt,stfrnB_c --> stfrnB_e,
SUCBZL,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,WP_226955493_1 or ( WP_005252057_1 and WP_025433126_1 )
SUCBZS,2shchc_c --> h2o_c + sucbz_c,
SUCBZT1,bz_c + 4.0 h_c + succoa_c <=> benzcoa_c + succ_c,WP_025433310_1
SUCBZT2,4hbz_c + succoa_c <=> 4hbzcoa_c + succ_c,WP_025433310_1
SUCCt1pp,succ_p <=> succ_c,
SUCCt2_2pp,2.0 h_p + succ_p --> 2.0 h_c + succ_c,WP_005244433_1 or WP_005251008_1
SUCCt2r,h_e + succ_e --> h_c + succ_c,WP_005244413_1 or WP_005244433_1
SUCD1,fad_c + succ_c <=> fadh2_c + fum_c,WP_005240907_1 or ( WP_005247561_1 and WP_005247564_1 and WP_005247566_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 )
SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,WP_005238541_1 and WP_005238543_1
SUCR,h2o_c + sucr_c --> fru_c + glc__D_c,
SUCRabcpp_syn,atp_c + h2o_c + sucr_p --> adp_c + h_c + pi_c + sucr_c,WP_005238325_1 and WP_005238326_1 and WP_025432067_1 and WP_226955514_1
SUCRtex,sucr_e <=> sucr_p,
SUCpts,pep_c + sucr_e --> pyr_c + suc6p_c,WP_005252856_1
SUCptspp,pep_c + sucr_p --> pyr_c + suc6p_c,WP_005252852_1 and WP_005252856_1
SULAabc,atp_c + h2o_c + sula_e --> adp_c + h_c + pi_c + sula_c,WP_005244174_1 and WP_025432312_1
SULFACabcpp,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,WP_005244176_1 or ( WP_005244169_1 and WP_005244176_1 ) or ( WP_005244176_1 and WP_005246633_1 ) or ( WP_005244194_1 and WP_005248551_1 ) or ( WP_005250729_1 and WP_143767463_1 ) or ( WP_005244169_1 and WP_005244176_1 and WP_005246633_1 ) or ( WP_005244176_1 and WP_005246633_1 and WP_025432639_1 ) or ( WP_005246626_1 and WP_005246633_1 and WP_025432639_1 )
SULFACtex,sulfac_e <=> sulfac_p,
SULR,5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,WP_005252413_1 or WP_025433513_1
SULR_1,3.0 h2o_c + h2s_c + 3.0 nadp_c <=> 5.0 h_c + 3.0 nadph_c + so3_c,WP_005252413_1
SULabc,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c,WP_025431850_1 or WP_226955505_1 or ( WP_005247987_1 and WP_005247989_1 and WP_005247990_1 and WP_005248522_1 and WP_025432929_1 )
SULabcpp,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,WP_025431850_1 or WP_226955505_1
St,s_e <=> s_c,spontaneous
T2ECR,b2coa_c + h_c + nadph_c --> btcoa_c + nadp_c,WP_005250947_1
TAGLIPA160ex,h2o_e + tag160_e --> 12dgr160_e + h_e + hdca_e,WP_005238246_1
TAGLIPA180ex,h2o_e + tag180_e --> 12dgr180_e + h_e + ocdca_e,WP_005238246_1
TAGLIPA181d9ex,h2o_e + tag181d9_e --> dag181d9_e + h_e + ocdcea_e,WP_005238246_1
TAGLIPA182d9d12,h2o_e + tag182d9d12_e --> dag182d9d12_e + h_e + lnlc_e,WP_005238246_1
TALA,g3p_c + s7p_c <=> e4p_c + f6p_c,WP_005241794_1
TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c,WP_025431856_1
TARTR_D_Et,tartr__D_e <=> tartr__D_c,
TARTRt7,succ_c + tartr__L_e <=> succ_e + tartr__L_c,
TAUDO,akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c,WP_005242741_1 or WP_005248571_1 or WP_005251205_1 or WP_025431578_1
TAURabc,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,WP_005252775_1 or WP_143767463_1 or ( WP_005244174_1 and WP_025432312_1 ) or ( WP_005246633_1 and WP_025432312_1 )
TCYNTtex,tcynt_e <=> tcynt_p,
TCYNTtpp,tcynt_p <=> tcynt_c,spontaneous
TECA1S45,45.0 cdpglyc_c + uacgam_c + uacmam_c --> 45.0 cmp_c + gtca1_45_BS_c + 46.0 h_c + udp_c + ump_c,
TECA2S45,45.0 ala__D_c + 45.0 atp_c + 45.0 cdpglyc_c + 45.0 h2o_c + uacgam_c + uacmam_c --> 45.0 amp_c + 45.0 cmp_c + gtca2_45_BS_c + 91.0 h_c + 45.0 ppi_c + udp_c + ump_c,
TECA3S45,45.0 cdpglyc_c + h2o_c + uacgam_c + uacmam_c + 45.0 udpg_c --> 45.0 cmp_c + gtca3_45_BS_c + 91.0 h_c + 46.0 udp_c + ump_c,
TETDHpp1,mql8_c + tet_p --> 2.0 h_p + mqn8_c + 2.0 tsul_p,WP_005240903_1
TETDHpp2,2dmmql8_c + tet_p --> 2dmmq8_c + 2.0 h_p + 2.0 tsul_p,WP_005240903_1
TETDHpp3,q8h2_c + tet_p --> 2.0 h_p + q8_c + 2.0 tsul_p,WP_005240903_1
TETtex,tet_e <=> tet_p,
TGBPA,tagdp__D_c <=> dhap_c + g3p_c,WP_025432019_1
THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,WP_005239222_1
THFOR2,fol_c + 2.0 h_c + 2.0 nadph_c --> 2.0 nadp_c + thf_c,
THIORDXi,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or WP_025431863_1 or ( WP_005247443_1 and WP_005248278_1 ) or ( WP_005247443_1 and WP_005250058_1 ) or ( WP_005248278_1 and WP_005249122_1 ) or ( WP_005249122_1 and WP_005250058_1 ) or ( WP_005247443_1 and WP_005250058_1 and WP_005250059_1 ) or ( WP_005249122_1 and WP_005250058_1 and WP_005250059_1 )
THMtrbc,thm_e <=> thm_c,
THRD,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,WP_005244787_1 or WP_005250991_1 or WP_025433427_1
THRD_L,thr__L_c --> 2obut_c + nh4_c,WP_005238975_1 or WP_025432865_1
THRPDC,h_c + thrp_c --> applp_c + co2_c,
THRS,h2o_c + phom_c --> pi_c + thr__L_c,WP_005252945_1
THRabc,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c,WP_005251655_1 or WP_025432117_1 or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 )
THRabcpp,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,( WP_005244312_1 and WP_005244316_1 ) or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 )
THRt2pp,h_p + thr__L_c --> h_c + thr__L_p,WP_005252174_1
THRt2r,h_e + thr__L_e --> h_c + thr__L_c,WP_025431836_1
THYMt,thym_e <=> thym_c,WP_025432171_1
THYMt4pp,h_p + thym_p --> h_c + thym_c,WP_226955709_1
THYMtex,thym_e <=> thym_p,
THZPSN,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,WP_005251713_1
THZSN_1,cys__L_c + dxyl_c + fdxo_2_2_c + tyr__L_c --> 4hba_c + 4mhetz_c + co2_c + fdxrd_c + h2o_c + 2.0 h_c + nh4_c + pyr_c,WP_037182604_1
TKT1,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,WP_005242930_1 or WP_025432534_1 or WP_025432812_1 or ( WP_005237857_1 and WP_005237858_1 ) or ( WP_005242930_1 and WP_025432812_1 )
TKT2,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,WP_005242930_1 or WP_025432534_1 or WP_025432812_1 or ( WP_005237857_1 and WP_005237858_1 ) or ( WP_005242930_1 and WP_025432812_1 )
TMDPK,atp_c + thm_c --> amp_c + h_c + thmpp_c,WP_005243185_1
TMDPP,pi_c + thymd_c <=> 2dr1p_c + thym_c,WP_005239891_1
TMDS,dump_c + mlthf_c --> dhf_c + dtmp_c,WP_005251636_1
TMDS3,dump_c + h_c + mlthf_c + nadph_c --> dtmp_c + nadp_c + thf_c,WP_005240730_1
TMN,h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c,WP_005252780_1
TMPK,atp_c + thmmp_c --> adp_c + thmpp_c,WP_005250000_1 or WP_080578161_1
TMPPP,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,WP_025433170_1
TNTHAC1,4hadnt_c + tntmdh_c --> 35dnta_c + h2o_c + no2_c,spontaneous
TNTHAC2,2hadnt_c + tntmdh_c --> 2m35mdntha_c + h2o_c + no2_c,spontaneous
TNTR1,h_c + 2.0 nadph_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nadp_c,WP_005238933_1 or WP_005250652_1 or WP_025431614_1 or WP_037182464_1
TNTR1x,h_c + 2.0 nadh_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nad_c,WP_037182464_1
TNTR2,h_c + 2.0 nadph_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nadp_c,WP_005238933_1 or WP_005250652_1 or WP_025431614_1 or WP_037182464_1
TNTR2x,h_c + 2.0 nadh_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nad_c,WP_037182464_1
TNTR3,h_c + nadph_c + 2.0 tnt_c --> nadp_c + 2.0 tntmmh_c,WP_025431614_1
TNTR4,h_c + nadph_c + 2.0 tntmmh_c --> nadp_c + 2.0 tntmdh_c,WP_025431614_1
TNTtex,tnt_e --> tnt_p,
TNTtpp,tnt_p --> tnt_c,
TOLt5,h_p + tol_c --> h_c + tol_e,WP_009474664_1
TOLt6,h_p + tol_p --> h_c + tol_e,WP_009474664_1
TOLt7,h_p + tol_c --> h_c + tol_p,WP_005252881_1
TPHAP,h2o_c + p1p3b5adtp_c --> adp_c + amp_c + 5.0 h_c,
TPI,dhap_c <=> g3p_c,WP_005241787_1
TRDR,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,WP_005247443_1 or WP_005248348_1 or WP_005248899_1 or WP_005249122_1 or WP_005249123_1 or WP_025431723_1
TRE6PP,h2o_c + tre6p_c --> pi_c + tre_c,WP_005244868_1 or WP_005246155_1
TRE6PS,g6p_c + udpg_c --> h_c + tre6p_c + udp_c,WP_005244526_1
TREP,pi_c + tre_c --> g1p_c + glc__D_c,WP_037179006_1
TREabc,atp_c + h2o_c + tre_e --> adp_c + h_c + pi_c + tre_c,WP_005239291_1 and WP_005239292_1 and WP_005239295_1
TREpts,pep_c + tre_e --> pyr_c + tre6p_c,WP_005252856_1
TREptspp,pep_c + tre_p --> pyr_c + tre6p_c,WP_005252852_1 and WP_005252856_1
TREtex,tre_e <=> tre_p,
TRPAS1,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,WP_005240414_1
TRPS1,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,WP_005244831_1 or ( WP_005247486_1 and WP_005247488_1 )
TRPS2,indole_c + ser__L_c --> h2o_c + trp__L_c,WP_005244831_1 or ( WP_005247486_1 and WP_005247488_1 )
TRPS3,3ig3p_c --> g3p_c + indole_c,WP_005247486_1 and WP_005247488_1
TRPTA,akg_c + trp__L_c <=> glu__L_c + indpyr_c,WP_005240147_1
TRPabc,atp_c + h2o_c + trp__L_e --> adp_c + h_c + pi_c + trp__L_c,WP_005251655_1 or WP_025432117_1
TRSARr,2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,WP_005250132_1 or WP_005250224_1 or WP_005251013_1 or WP_043944109_1
TRSARyr,2h3oppan_c + h_c + nadph_c --> glyc__R_c + nadp_c,WP_005250132_1
TRYPTAOX,h2o_c + o2_c + trypta_c --> h2o2_c + id3acald_c + nh4_c,WP_005252451_1
TSULabc,atp_c + h2o_c + tsul_e --> adp_c + h_c + pi_c + tsul_c,WP_005247987_1 and WP_005247989_1 and WP_005247990_1 and WP_005248522_1 and WP_025432929_1
